cid	iter	formula	name	num_rgroup	electrons
C09332	1	C24H30N8O9	THF-L-glutamate; Tetrahydropteroyldiglutamate; (6S)-H4PteGlu2	0	302.0
C04079	1	C12H22N2O6S	N-((R)-Pantothenoyl)-L-cysteine; D-Pantothenoyl-L-cysteine; N-Pantothenoylcysteine	0	172.0
C17741	1	C33H46N7O20P3S	Feruloyl-diketide-CoA; Feruloylacetyl-CoA	0	514.0
C02244	1		Aliphatic amide	0	0.0
C05539	1	C9H13NO6	N-Acetyl-L-2-amino-6-oxopimelate; L-2-Acetamido-6-oxoheptanedioate; L-2-Acetamido-6-oxopimelate	0	122.0
C03079	1	C5H9NO5	4-Hydroxy-L-glutamate; 4-Hydroxy-L-glutamic acid	0	86.0
C02991	1	C6H10O5	L-Rhamnono-1,4-lactone; L-Rhamno-1,4-lactone	0	86.0
C06149	1	C11H20N5O13P3	6-(3'-Triphosphoryl-1'-methylglyceryl)-7-methyl-7,8-dihydrobiopterin	0	270.0
C06672	1	C8H8O4	Vanillate; Vanillic acid; 4-Hydroxy-3-methoxybenzoate; 4-Hydroxy-3-methoxybenzoic acid	0	88.0
C14867	1	C2HCl3O	Dichloroacetyl chloride	0	72.0
C16463	1	C20H24N10O14P2	3',5'-Cyclic diGMP; cdiGMP; 3',5'-Cyclic diguanylic acid; Bis-(3',5')-cyclic diGMP; Cyclic di-3',5'-guanylate	0	356.0
C04641	1	C9H19O11P	2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate	0	176.0
C16850	1	C7H13NO5	2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid	0	102.0
C01029	1	C9H21N3O	N8-Acetylspermidine	0	104.0
C12836	1	C6H7ClO5	2-Chloro-3-oxoadipate	0	100.0
C01188	1	C4H8O3	3-Hydroxy-2-methylpropanoate; 3-Hydroxyisobutyrate; 3-Hydroxyisobutyric acid	0	56.0
C11916	1	C17H28N2O14P2	dTDP-L-mycarose; dTDP-beta-L-mycarose; dTDP-2,6-dideoxy-3-C-methyl-beta-L-ribo-hexose	0	286.0
C04886	1	C25H42N2O19	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosamine	0	358.0
C00559	1	C10H13N5O3	Deoxyadenosine; 2'-Deoxyadenosine	0	132.0
C00681	1	C4H8O7PR	1-Acyl-sn-glycerol 3-phosphate; 2-Lysophosphatidate; Lysophosphatidate; Lysophosphatidic acid	1	0.0
C03063	1	C7H8O5	2-Oxohept-3-enedioate; 2-Oxohept-3-ene-1,7-dioate	0	90.0
C19816	1	C20H32	Elisabethatriene	0	152.0
C00878	1	C5H10O6	D-Arabinonate; D-Arabinonic acid	0	88.0
C02737	1	C8H12NO10PR2	Phosphatidylserine; Phosphatidyl-L-serine; 1,2-Diacyl-sn-glycerol 3-phospho-L-serine; 3-O-sn-Phosphatidyl-L-serine; O3-Phosphatidyl-L-serine; L-1-Phosphatidylserine	2	0.0
C05712	1	C2HNOR2	Cyanohydrin	2	0.0
C16521	1	C5H8	Isoprene; 2-Methyl-1,3-butadiene	0	38.0
C01746	1	C5H11N	Piperidine; Azacyclohexane; Hexahydropyridine	0	48.0
C20353	1	C12H24N2O8	2'-Deamino-2'-hydroxyparomamine	0	
C20776	1	C16H23N3O11	N-Acetylaspartylglutamylglutamate; N-Acetyl-L-aspartyl-L-glutamyl-L-glutamate; NAAG2	0	
C04808	1	C79H132O24P2	D-Abequosyl-D-mannosyl-rhamnosyl-D-galactose-1-diphospholipid	0	828.0
C00590	1	C10H12O3	Coniferyl alcohol; Coniferol; 4-(3-Hydroxy-1-propenyl)-2-methoxyphenol; trans-Coniferyl alcohol	0	96.0
C11922	1	C16H24N2O14P2	dTDP-4-oxo-2,6-dideoxy-D-glucose; dTDP-4-oxo-2,6-dideoxy-alpha-D-glucose	0	276.0
C08262	1	C5H10O2	3-Methylbutanoic acid; Isovaleric acid; Isovalerate	0	56.0
C01158	1	C13H16O10	1-O-Galloyl-beta-D-glucose; 1-Galloyl-beta-glucose; beta-Glucogallin; 1-Galloyl-beta-D-glucose	0	174.0
C20354	1	C12H22O10	3-O-alpha-D-Glucopyranosyl-L-rhamnopyranose; 3-O-alpha-D-Glucosyl-L-rhamnose	0	
C00669	1	C8H14N2O5S	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine	0	132.0
C06366	1	C8H21N3	sym-Homospermidine; Homospermidine	0	90.0
C06006	1	C6H10O4	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate	0	78.0
C16403	1	C7H9N3O3	4-Amino-2-hydroxylamino-6-nitrotoluene	0	96.0
C20464	1	C9H10O	Isochavicol; t-Anol; trans-Anol; (E)-4-Propenylphenol; (E)-4-Hydroxypropenylbenzene	0	
C00783	1	C8H13NO	Tropinone; 3-Tropanone	0	76.0
C00246	1	C4H8O2	Butanoic acid; Butanoate; Butyrate; Butyric acid	0	48.0
C06032	1	C5H8O5	D-erythro-3-Methylmalate; (2R,3S)-3-Methylmalate	0	78.0
C01656	1	C3H3O3R	3-Oxo acid; 3-Keto acid	1	0.0
C02222	1	C6H6O5	2-Maleylacetate; 4-Oxohex-2-enedioate; Maleylacetate	0	82.0
C19745	1	C19H28N4O18P2	UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate; UDP-alpha-D-ManNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid	0	344.0
C02979	1	C3H9O6P	Glycerol 2-phosphate; beta-Glycerophosphoric acid	0	90.0
C01933	1	C6H13NO2	L-Norleucine; L-Aminohexanoic acid; L-Aminohexanoate; L-2-Aminohexanoic acid; L-2-Aminohexanoate; (S)-2-Aminohexanoic acid	0	72.0
C20804	1	C15H24	alpha-Longipinene; (+)-alpha-Longipinene	0	
C02226	1	C5H6O4	2-Methylmaleate; Citraconate; Citraconic acid; Methylmaleic acid	0	68.0
C12215	1	C4H10NO6P	Iminoerythrose 4-phosphate; Imino-D-erythrose 4-phosphate	0	104.0
C04409	1	C7H7NO5	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	0	96.0
C02997	1	C8H11N3O3	N-Acetyl-L-histidine	0	104.0
C06322	1	C28H42N7O17P3S	Cyclohexa-1,5-diene-1-carbonyl-CoA; Cyclohexa-1,5-dienecarbonyl-CoA; S-1,5-Cyclohexadiene-1-carboxylate coenzymeA	0	456.0
C00264	1	C24H37N7O18P3SR	3-Oxoacyl-CoA	1	0.0
C06761	1	C6H8O3	(4E)-2-Oxohexenoic acid; 2-Oxohex-trans-4-enoate	0	68.0
C11989	1	C20H36O6	8,8a-Deoxyoleandolide	0	204.0
C00207	1	C3H6O	Acetone; Dimethyl ketone; 2-Propanone	0	32.0
C03145	1	C6H11NO3S	N-Formylmethionine; N-Formyl-L-methionine	0	94.0
C00513	1	C12H21N3O13P2	CDP-glycerol	0	248.0
C16414	1	C7H9N3O4	2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene; 4-Amino-6-hydroxylamino-3-methyl-2-nitrophenol	0	104.0
C16492	1	C21H22O10	8-C-Glucosylnaringenin	0	228.0
C09666	1	C15H24	beta-Farnesene; (E)-beta-Farnesene	0	114.0
C00852	1	C16H18O9	Chlorogenate; Chlorogenic acid; Caffeoyl quinic acid; trans-5-O-Caffeoyl-D-quinate	0	186.0
C01122	1	C24H37N7O17P3SR	cis-2,3-Dehydroacyl-CoA	1	0.0
C05195	1	C28H40N7O18P3S	3-Hydroxybenzoyl-CoA	0	462.0
C00378	1	C12H17N4OS	Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor	0	140.0
C18220	1	C20H30O	Palustradienal	0	158.0
C00136	1	C25H42N7O17P3S	Butanoyl-CoA; Butyryl-CoA	0	438.0
C20237	1	C12H23O14P	alpha-Maltose 1-phosphate	0	
C00861	1	C6H12O5	L-Rhamnulose; 6-Deoxy-L-fructose	0	88.0
C12537	1	C14H12O2	Benzyl benzoate	0	112.0
C20849	1	C17H25N3O17P2	UDP-2-acetamido-3-dehydro-2-deoxy-alpha-D-glucopyranose	0	
C05145	1	C4H9NO2	3-Aminoisobutyric acid; 3-Aminoisobutanoate; 3-Amino-2-methylpropanoate	0	56.0
C02659	1	C4H7NO	Acetone cyanohydrin; alpha-Hydroxyisobutyronitrile; 2-Hydroxy-2-methylpropanenitrile; 2-Methyllactonitrile; Acetone cyanhydrin; 2-Hydroxyisobutyronitrile	0	46.0
C20497	1	C71H116N2O18P2	N-Acetyl-beta-D-mannosaminuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol; Und-PP-GlcNAc-ManNAcA; Lipid II	0	
C04751	1	C9H14N3O9P	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-carboxyimidazole; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole; 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	0	176.0
C05269	1	C27H44N7O18P3S	3-Oxohexanoyl-CoA; 3-Ketohexanoyl-CoA	0	460.0
C01036	1	C8H8O6	4-Maleylacetoacetate; 4-Maleylacetoacetic acid	0	104.0
C02527	1	C4H9O5P	Butanoylphosphate; Butanoyl phosphate	0	88.0
C05125	1	C14H23N4O8P2S	2-(alpha-Hydroxyethyl)thiamine diphosphate; 2-Hydroxyethyl-ThPP	0	244.0
C12448	1	C10H17NO3	Ecgonine methyl ester; Methyl ecgonine	0	108.0
C04724	1	C73H122O21P2	D-Mannosyl-L-rhamnosyl-D-galactose-1-diphospholipid; alpha-D-Mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-alpha-D-galactosyl-diphosphoundecaprenol	0	758.0
C05901	1	C14H12O4	Piceatannol; 3,3',4'5-Tetrahydroxystilbene	0	128.0
C03461	1	C15H24O	2-trans,6-trans-Farnesal; trans,trans-Farnesal; Farnesal; (2E,6E)-3,7,11-Trimethyl-2,6,10-dodecatrienal; (2E,6E)-Farnesal	0	122.0
C01289	1	C63H105NO12P2	N-Acetyl-D-glucosaminyldiphosphoundecaprenol; N-Acetyl-D-glucosaminyldiphospho-ditrans,octacis-undecaprenol; N-Acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol; Lipid I	0	616.0
C06304	1	C10H16	(+)-Comphene; (+)-Camphene	0	76.0
C16144	1	C30H48	4,4'-Diapophytoene; Dehydrosqualene	0	228.0
C03920	1	C3H8O3S2	2-(Methylthio)ethanesulfonate; Methylcoenzyme M; Methyl-CoM	0	82.0
C00692	1	C28H43N5O23P2	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	0	460.0
C02066	1	C8H15NO	Pseudotropine	0	78.0
C03172	1	C6H14NO2S	S-Methyl-L-methionine	0	88.0
C00031	1	C6H12O6	D-Glucose; Grape sugar; Dextrose; Glucose; D-Glucopyranose	0	96.0
C07282	1	C11H22N4O2R2	[eIF5A-precursor]-deoxyhypusine; Protein N6-(4-Aminobutyl)-L-lysine	2	0.0
C05565	1	C6H8N2O4	Hydantoin-5-propionate; Hydantoin-propionate	0	90.0
C17223	1	C10H18O5S	3-(5'-Methylthio)pentylmalic acid; 3-(5'-Methylthio)pentylmalate	0	134.0
C04608	1	C21H20O10	Apigenin 7-O-beta-D-glucoside; 7-O-beta-D-Glucosyl-5,7,4'-trihydroxyflavone; Apigenin 7-O-glucoside; Apigetrin; 7-(beta-D-Glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one; Cosmetin; Cosmosiin	0	226.0
C06017	1	C16H24N2O17P2	dTDP-D-glucuronate	0	300.0
C01117	1	C5H10O7PR	Nucleoside 5'-phosphate	1	0.0
C02376	1	C5H7N3O	5-Methylcytosine	0	66.0
C02253	1	C12H18N4O	Benzoylagmatine	0	126.0
C16501	1		Farnesal	0	0.0
C01005	1	C3H8NO6P	O-Phospho-L-serine; L-O-Phosphoserine; 3-Phosphoserine; Dexfosfoserine	0	96.0
C04292	1	C5H12O13P3R	5'-Phosphonucleoside 3'-diphosphate	1	0.0
C00114	1	C5H14NO	Choline; Bilineurine	0	58.0
C03223	1	C8H6O6	3,4-Dihydroxyphthalate; 3,4-Dihydroxyphthalic acid	0	102.0
C16116	1	C4H6N2O3R2	L-Aminoacyl-L-amino acid	2	0.0
C02514	1	C7H6O6	3-Fumarylpyruvate	0	96.0
C06400	1	C12H22O11(C6H10O5)n	1-alpha-D-{(1,4)-alpha-D-Glucosyl}(n-1)-alpha-D-glucopyranoside; 4-alpha-D-(1,4-alpha-D-Glucanosyl)n trehalose	0	268.0
C19754	1	C15H24	cis-Muurola-4(14),5-diene	0	114.0
C11526	1	C6H19O27P7	5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate; 1D-myo-Inositol 5-diphosphate pentakisphosphate; 1D-myo-Inositol 5-diphosphate 1,2,3,4,6-pentakisphosphate	0	376.0
C10216	1	C21H20O9	Daidzin; Daidzein 7-O-glucoside	0	218.0
C20245	1	C17H28N3O20P3	UDP-N-acetyl-alpha-D-glucosamine 3'-phosphate	0	
C04434	1	C7H6O7	(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate; 4-Oxalomesaconate; 4-Oxalmesaconic acid	0	104.0
C16716	1	C9H7NO2	4-Hydroxy-2-quinolone; 4-Hydroxy-2(1H)-quinolone; 2,4-Dihydroxyquinoline	0	84.0
C01278	1	C7H6O6	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate; 5-Carboxy-2,5-dihydro-2-oxofuran-5-acetate; 4-Carboxymuconolactone; gamma-Carboxymuconolactone	0	96.0
C03110	1	C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n	DNA N4-methylcytosine	2	0.0
C04655	1	C16H28O7	(2S,3S)-2-Hydroxytridecane-1,2,3-tricarboxylate	0	180.0
C01225	1	C9H19O11P	sn-Glycero-3-phospho-1-inositol; 1-(sn-Glycero-3-phospho)-1D-myo-inositol	0	176.0
C13482	1	C4H12NO4P	Phosphodimethylethanolamine	0	90.0
C07350	1	C11H14O4	Phlorisovalerophenone; 3-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one	0	112.0
C01879	1	C5H7NO3	Pidolic acid; 5-Oxoproline; Pyroglutamic acid; 5-Pyrrolidone-2-carboxylic acid; Pyroglutamate; 5-Oxo-L-proline; L-Pyroglutamic acid; L-5-Pyrrolidone-2-carboxylic acid	0	68.0
C08737	1	C3H6N6	Melamine; 2,4,6-Triamino-1,3,5-triazine	0	66.0
C17214	1	C8H14O5S	2-(3'-Methylthio)propylmalic acid; 2-(3'-Methylthio)propylmalate	0	118.0
C06555	1	C2H5N3O2	Biuret	0	54.0
C00084	1	C2H4O	Acetaldehyde; Ethanal	0	24.0
C00105	1	C9H13N2O9P	UMP; Uridylic acid; Uridine monophosphate; Uridine 5'-monophosphate; 5'Uridylic acid	0	168.0
C00490	1	C5H6O4	Itaconate; Itaconic acid; Methylenesuccinic acid	0	68.0
C03626	1	C8H18N4O2	NG,NG-Dimethyl-L-arginine; N,N-Dimethylarginine; Nomega,Nomega-Dimethyl-L-arginine; ADMA	0	110.0
C11927	1	C16H24N2O14P2	dTDP-4-oxo-2,6-dideoxy-L-mannose	0	276.0
C16579	1	C7H8O6	trans-Homoaconitate; (E)-1,2,4-But-1-enetricarboxylic acid	0	98.0
C00002	1	C10H16N5O13P3	ATP; Adenosine 5'-triphosphate	0	260.0
C04199	1	C27H30O15	Isovitexin 2''-O-beta-D-glucoside	0	312.0
C20277	1	C6H14N2O2	(2R,3R)-3-Methylornithine; (3R)-3-Methyl-D-ornithine	0	
C06398	1	C17H27N5O16P2	ADP-L-glycero-beta-D-manno-heptose	0	322.0
C05382	1	C7H15O10P	Sedoheptulose 7-phosphate; D-Sedoheptulose 7-phosphate; D-altro-Heptulose 7-phosphate; altro-Heptulose 7-phosphate	0	152.0
C20190	1	C20H30N10O25P6	P1,P6-Bis(5'-adenosyl)hexaphosphate	0	
C05996	1		Branched chain fatty acid	0	0.0
C16818	1	C25H42O	Ophiobolin F; Ophiobolene	0	
C08532	1	C16H17NO4	Lycorine	0	152.0
C20273	1	C15H24	gamma-Muurolene; (+)-gamma-Muurolene	0	
C19837	1	C9H7NO2	Indole-3-carboxylate; Indole-3-carboxylic acid	0	84.0
C04556	1	C6H10N3O4P	4-Amino-2-methyl-5-phosphomethylpyrimidine; 4-Amino-5-phosphomethyl-2-methylpyrimidine	0	114.0
C03646	1	C16H26N4O10S2	Bis-gamma-glutamylcystine; Oxidized gamma-glutamylcysteine; Bis-gamma-L-glutamyl-L-cystine; Oxidized gamma-L-glutamyl-L-cysteine	0	262.0
C03221	1	C33H56N7O17P3S	2-trans-Dodecenoyl-CoA; (2E)-Dodec-2-enoyl-CoA; (2E)-Dodecenoyl-CoA	0	500.0
C17265	1	C3H3O3R	Aliphatic oxo acid; 2-Oxo acid with one additional methylene group	1	0.0
C17277	1	C15H24	(+)-Valencene	0	114.0
C19755	1	C15H26O	Patchoulol	0	124.0
C18325	1	C15H22N4O3	Feruloylagmatine	0	164.0
C01468	1	C7H8O	4-Cresol; p-Cresol; 4-Hydroxytoluene; 4-Methylphenol	0	58.0
C02614	1	C5H8O5	(S)-2-Methylmalate; (S)-2-Methylmalic acid; (S)-Citramalate; (S)-Citramalic acid; (S)-alpha-Hydroxypyrotartaric acid; L-Citramalate; L-Citramalic acid; L-alpha-Hydroxypyrotartaric acid; (2S)-2-Hydroxy-2-methylbutanedioate; (S)-2-Hydroxy-2-methylsuccinic acid	0	78.0
C16703	1	C16H17NO3	N-Demethylnarwedine	0	144.0
C00697	1	N2	Nitrogen; N2	0	14.0
C16688	1	C12H23O14P	Sucrose 6-phosphate; 6-Phosphosucrose; 6-O-Phosphonosucrose; beta-D-Fructofuranosyl-6-O-phosphono-alpha-D-glucopyranoside	0	222.0
C12323	1	C8H9NO3	L-4-Hydroxyphenylglycine	0	88.0
C05552	1	C16H28N4O4S	Biocytin; N6-D-Biotinyl-L-lysine; epsilon-N-Biotinyl-L-lysine	0	200.0
C05631	1	C15H12O6	Eriodictyol	0	150.0
C09699	1	C15H24	Longifolene	0	114.0
C00004	1	C21H29N7O14P2	NADH; DPNH; Reduced nicotinamide adenine dinucleotide	0	346.0
C06194	1	C10H12N5O7P	2',3'-Cyclic GMP	0	178.0
C05809	1	C47H70O3	3-Octaprenyl-4-hydroxybenzoate; 4-Hydroxy-3-octaprenylbenzoate	0	376.0
C17580	1	C6H13NO4	2-Deoxy-scyllo-inosamine	0	88.0
C03486	1	C12H22N4O11P2	CDP-N-methylethanolamine	0	240.0
C16505	1	C16H28O4	(10S)-Juvenile hormone III diol	0	156.0
C09118	1	C20H30O2	Isopimaric acid	0	166.0
C09871	1	C10H18O	Nerol; (Z)-3,7-Dimethylocta-2,6-dien-1-ol	0	86.0
C19852	1	C55H92O7P2	tritrans,heptacis-Undecaprenyl diphosphate	0	
C05198	1	C10H13N5O3	5'-Deoxyadenosine	0	132.0
C05819	1	C16H18O2(C5H8)n	Menaquinol; Reduced menaquinone; Vitamin K2 hydroquinone; Reduced vitamin K2	0	168.0
C06204	1	C10H8O4	2-Hydroxychromene-2-carboxylate; 2-Hydroxy-2H-chromene-2-carboxylate	0	100.0
C19893	1	C15H26O	10-epi-gamma-Eudesmol; 10alpha-Eudesm-4-en-11-ol	0	
C11389	1	C10H18O	(+)-Linalool; (S)-(+)-Linalool; (3S)-Linalool	0	86.0
C04573	1	C17H25N3O18P2	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate; UDP-N-acetyl-D-glucosaminuronate; UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate	0	322.0
C00601	1	C8H8O	Phenylacetaldehyde; alpha-Tolualdehyde	0	64.0
C04739	1	C23H38N3O25P3	UDP-N-acetyl-6-(alpha-D-galactose-1-phospho)-alpha-D-glucosamine; UDP-N-acetyl-6-(D-galactose-1-phospho)-D-glucosamine	0	442.0
C04431	1	C6H4O4	cis-4-Carboxymethylenebut-2-en-4-olide; 4-Carboxymethylenebut-2-en-4-olide	0	72.0
C00716	1	C3H7NO3	Serine; 2-Amino-3-hydroxypropionic acid; 3-Hydroxyalanine	0	56.0
C03733	1	C15H24N2O17P2	UDP-alpha-D-galactofuranose; UDP-alpha-D-galacto-1,4-furanose; UDP-D-galacto-1,4-furanose	0	294.0
C05513	1	C10H12N4O7	Urate-3-ribonucleoside; Uric acid ribonucleoside	0	156.0
C00664	1	C20H24N8O6	5-Formiminotetrahydrofolate; 5-Formimidoyltetrahydrofolate	0	248.0
C16502	1	C15H24O2	Farnesoic acid; trans,trans-Farnesoic acid	0	130.0
C16256	1	C30H42N7O17P3S	(E)-Cinnamoyl-CoA	0	468.0
C06332	1	C9H9NO3	N-Acetylanthranilate; 2-(Acetylamino)-benzoic acid; N-Acetylanthranilic acid	0	94.0
C09812	1	C28H46N7O18P3S	2-Hydroxycyclohexane-1-carboxyl-CoA	0	468.0
C01101	1	C5H11O8P	L-Ribulose 5-phosphate	0	120.0
C20582	1	C9H12O6	cis-(Homo)3-aconitate	0	
C17378	1	C9H14NO2R	O-Acylpseudotropine	1	0.0
C01245	1	C6H15O15P3	D-myo-Inositol 1,4,5-trisphosphate; 1D-myo-Inositol 1,4,5-trisphosphate; Inositol 1,4,5-trisphosphate; Ins(1,4,5)P3	0	216.0
C02888	1	C6H13O9P	Sorbose 1-phosphate; L-Sorbose 1P; L-xylo-Hexulose 1-phosphate; L-Sorbose 1-phosphate	0	136.0
C00055	1	C9H14N3O8P	CMP; Cytidine-5'-monophosphate; Cytidylic acid	0	168.0
C00491	1	C6H12N2O4S2	L-Cystine; L-Dicysteine; L-alpha-Diamino-beta-dithiolactic acid	0	126.0
C00846	1	C6H8O5	3-Oxoadipate; 3-Oxoadipic acid; 3-Keto-adipate	0	84.0
C02411	1	C26H40N7O19P3S	Glutaconyl-1-CoA; 4-Carboxybut-2-enoyl-CoA; Glutaconyl-CoA; (E)-Glutaconyl-CoA; (2E)-4-Carboxybut-2-enoyl-CoA	0	458.0
C03819	1	C10H18O12PR	1-Acylglycerophosphoinositol; 1-Acyl-sn-glycero-3-phosphoinositol	1	0.0
C05427	1	C20H42O7P2	Phytyl diphosphate	0	248.0
C20241	1	C10H16	Tricyclene	0	
C00234	1	C20H23N7O7	10-Formyltetrahydrofolate; 10-Formyl-THF	0	248.0
C00450	1	C6H9NO2	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate; delta1-Piperideine-6-L-carboxylate	0	68.0
C05259	1	C37H64N7O18P3S	3-Oxopalmitoyl-CoA; 3-Ketopalmitoyl-CoA; 3-Oxohexadecanoyl-CoA	0	540.0
C19740	1	C15H24	(+)-alpha-Barbatene	0	114.0
C09809	1	C28H42N7O17P3S	Cyclohex-2,5-diene-1-carboxyl-CoA	0	456.0
C00040	1	C22H35N7O17P3SR	Acyl-CoA; Acyl coenzyme A	1	0.0
C19685	1	C23H38N7O20P3S2	Sulfoacetyl-CoA	0	462.0
C20680	1	C6H10O6	2-Dehydro-3-deoxy-L-galactonate; 2-Keto-3-deoxy-L-galactonate; L-threo-3-Deoxy-hexulosonate	0	
C20418	1	C13H22N2O8	N,N'-Diacetyllegionaminate	0	
C01096	1	C6H15O9P	Sorbitol 6-phosphate; D-Sorbitol 6-phosphate; D-Glucitol 6-phosphate	0	138.0
C01659	1	C3H5NO	Acrylamide; 2-Propenamide	0	38.0
C06397	1	C17H27N5O16P2	ADP-D-glycero-beta-D-manno-heptose	0	322.0
C16143	1	C15H26O	(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol; Germacradienol	0	124.0
C06305	1	C10H16	(-)-Comphene; (-)-Camphene	0	76.0
C00856	1	C9H14N3O7P(C5H8O5PR)n(C5H8O5PR)n	DNA cytosine; Cytosine (in DNA)	2	0.0
C20240	1	C6H8O3	(2Z,4Z)-2-Hydroxyhexa-2,4-dienoate; (2Z,4Z)-2-Hydroxyhexa-2,4-dienoic acid	0	
C11877	1	C20H32	(+)-Sandaracopimaradiene; ent-Sandaracopimara-8(14),15-diene	0	152.0
C01120	1	C18H40NO5P	Sphinganine 1-phosphate; Dihydrosphingosine 1-phosphate	0	210.0
C02269	1	C5H9O3R	Deoxynucleoside; 2'-Deoxynucleoside; 2-Deoxy-D-ribosyl-base; 2-Deoxy-D-ribosyl-base1; 2-Deoxy-D-ribosyl-base2; 2'-Deoxyribonucleoside	1	0.0
C06224	1	C8H8O2	3,4-Dihydroxystyrene	0	72.0
C11912	1	C16H26N2O15P2	dTDP-6-deoxy-D-allose; dTDP-6-deoxy-alpha-D-allose	0	286.0
C20249	1	C3H5NO3	(Z)-3-Peroxyaminoacrylate	0	
C10905	1		Activated methyl group	0	0.0
C16568	1	C28H49N9O10S2	Homotrypanothione disulfide	0	392.0
C12624	1	C9H8O6	2-Hydroxy-6-ketononatrienedioate; (2Z,4E,7E)-2-Hydroxy-6-oxonona-2,4,7-triene-1,9-dioate	0	110.0
C07576	1	C12H17N2O4P	Psilocybin; Psilocybine	0	150.0
C15545	1	C10H13N5O	cis-Zeatin; (Z)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol	0	116.0
C06046	1	C14H20O7	Salidroside; p-Hydroxyphenethyl alcohol 1-O-beta-D-glucoside; Tyrosol glucoside	0	160.0
C04421	1	C11H18N2O7	N-Succinyl-LL-2,6-diaminoheptanedioate; N-Succinyl-LL-2,6-diaminopimelate; N-Succinyl-L-2,6-diaminoheptanedioate; N-Succinyl-L-2,6-diaminopimelate	0	154.0
C20244	1	C10H16	(+)-beta-Pinene; (1R,5R)-6,6-Dimethyl-2-methylenebicyclo[3.1.1]hept-2-ene	0	
C04359	1	C7H15O9P	1-Deoxy-D-altro-heptulose 7-phosphate	0	144.0
C04520	1	C6H16O18P4	1D-myo-Inositol 3,4,5,6-tetrakisphosphate; D-myo-Inositol 3,4,5,6-tetrakisphosphate; Inositol 3,4,5,6-tetrakisphosphate	0	256.0
C00388	1	C5H9N3	Histamine; 1H-Imidazole-4-ethanamine; 2-(4-Imidazolyl)ethylamine	0	60.0
C17749	1	C27H30O11	Curcumin monoglucoside	0	280.0
C16191	1	C24H22O12	Malonyldaidzin	0	262.0
C04051	1	C4H6N4O	5-Amino-4-imidazolecarboxyamide	0	66.0
C04640	1	C8H16N3O8P	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine; 1-(5'-Phosphoribosyl)-N-formylglycinamidine; 5'-Phosphoribosyl-N-formylglycinamidine; 5'-Phosphoribosylformylglycinamidine; 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	0	164.0
C16829	1	C15H24	gamma-Humulene	0	114.0
C11902	1	C20H36O7P2	9alpha-Copalyl diphosphate; syn-Copalyl diphosphate	0	242.0
C04691	1	C7H13O10P	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate; 3-Deoxy-D-arabino-hept-2-ulosonate 7-phosphate; 3-Deoxy-arabino-heptulonate 7-phosphate; 3-Deoxy-D-arabino-heptulosonic acid 7-phosphate; DAHP; 2-Dahp	0	150.0
C00167	1	C15H22N2O18P2	UDP-glucuronate; UDPglucuronate; UDP-D-glucuronate; UDP-alpha-D-glucuronate	0	300.0
