ec,rule,rn
2.7.7.6,1_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00444
2.7.7.6,1_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R10813
2.7.7.6,1_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00435
2.7.7.6,1_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00441
2.7.7.6,1_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00442
2.7.7.6,1_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00443
2.7.7.6,1_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00444
2.7.7.6,1_275_325_3681_4010_4041_4042_4043,R10813
2.7.7.6,1_275_325_3681_4010_4041_4042_4043,R00435
2.7.7.6,1_275_325_3681_4010_4041_4042_4043,R00441
2.7.7.6,1_275_325_3681_4010_4041_4042_4043,R00442
2.7.7.6,1_275_325_3681_4010_4041_4042_4043,R00443
2.7.7.6,1_275_325_3681_4010_4041_4042_4043,R00444
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R10813
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00435
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00441
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00442
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00443
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00444
2.7.7.6,1_152_240_275_305_325_4246_4951_4954_4958_4959,R10813
2.7.7.6,1_152_240_275_305_325_4246_4951_4954_4958_4959,R00435
2.7.7.6,1_152_240_275_305_325_4246_4951_4954_4958_4959,R00441
2.7.7.6,1_152_240_275_305_325_4246_4951_4954_4958_4959,R00442
2.7.7.6,1_152_240_275_305_325_4246_4951_4954_4958_4959,R00443
2.7.7.6,1_152_240_275_305_325_4246_4951_4954_4958_4959,R00444
2.7.7.6,1_152_240_275_305_325_4246_4954_4958_4959_PDBChainNotFound,R10813
2.7.7.6,1_152_240_275_305_325_4246_4954_4958_4959_PDBChainNotFound,R00435
2.7.7.6,1_152_240_275_305_325_4246_4954_4958_4959_PDBChainNotFound,R00441
2.7.7.6,1_152_240_275_305_325_4246_4954_4958_4959_PDBChainNotFound,R00442
2.7.7.6,1_152_240_275_305_325_4246_4954_4958_4959_PDBChainNotFound,R00443
2.7.7.6,1_152_240_275_305_325_4246_4954_4958_4959_PDBChainNotFound,R00444
2.7.7.6,101_109_304_4964_4966_4970,R10813
2.7.7.6,101_109_304_4964_4966_4970,R00435
2.7.7.6,101_109_304_4964_4966_4970,R00441
2.7.7.6,101_109_304_4964_4966_4970,R00442
2.7.7.6,101_109_304_4964_4966_4970,R00443
2.7.7.6,101_109_304_4964_4966_4970,R00444
2.7.7.6,1_240_305_325_4010_4041_4042_4043,R10813
2.7.7.6,1_240_305_325_4010_4041_4042_4043,R00435
2.7.7.6,1_240_305_325_4010_4041_4042_4043,R00441
2.7.7.6,1_240_305_325_4010_4041_4042_4043,R00442
2.7.7.6,1_240_305_325_4010_4041_4042_4043,R00443
2.7.7.6,1_240_305_325_4010_4041_4042_4043,R00444
2.7.7.6,152_240_305_PDBChainNotFound,R10813
2.7.7.6,152_240_305_PDBChainNotFound,R00435
2.7.7.6,152_240_305_PDBChainNotFound,R00441
2.7.7.6,152_240_305_PDBChainNotFound,R00442
2.7.7.6,152_240_305_PDBChainNotFound,R00443
2.7.7.6,152_240_305_PDBChainNotFound,R00444
2.7.7.6,1_325_4010_4041_4042_4043_4246_4954_4956_4957_4958_4959_4961,R10813
2.7.7.6,1_325_4010_4041_4042_4043_4246_4954_4956_4957_4958_4959_4961,R00435
2.7.7.6,1_325_4010_4041_4042_4043_4246_4954_4956_4957_4958_4959_4961,R00441
2.7.7.6,1_325_4010_4041_4042_4043_4246_4954_4956_4957_4958_4959_4961,R00442
2.7.7.6,1_325_4010_4041_4042_4043_4246_4954_4956_4957_4958_4959_4961,R00443
2.7.7.6,1_325_4010_4041_4042_4043_4246_4954_4956_4957_4958_4959_4961,R00444
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R10813
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00435
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00441
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00442
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00443
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00444
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R10813
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00435
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00441
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00442
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00443
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00444
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R10813
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00435
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00441
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00442
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00443
2.7.7.6,1_102_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00444
2.7.7.6,1_275_325_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961,R10813
2.7.7.6,1_275_325_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961,R00435
2.7.7.6,1_275_325_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961,R00441
2.7.7.6,1_275_325_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961,R00442
2.7.7.6,1_275_325_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961,R00443
2.7.7.6,1_275_325_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961,R00444
2.7.7.6,240_305,R10813
2.7.7.6,240_305,R00435
2.7.7.6,240_305,R00441
2.7.7.6,240_305,R00442
2.7.7.6,240_305,R00443
2.7.7.6,240_305,R00444
2.7.7.6,1_101_102_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R10813
2.7.7.6,1_101_102_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00435
2.7.7.6,1_101_102_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00441
2.7.7.6,1_101_102_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00442
2.7.7.6,1_101_102_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00443
2.7.7.6,1_101_102_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00444
2.7.7.6,1_325_4010_4041_4042_4043_4961,R10813
2.7.7.6,1_325_4010_4041_4042_4043_4961,R00435
2.7.7.6,1_325_4010_4041_4042_4043_4961,R00441
2.7.7.6,1_325_4010_4041_4042_4043_4961,R00442
2.7.7.6,1_325_4010_4041_4042_4043_4961,R00443
2.7.7.6,1_325_4010_4041_4042_4043_4961,R00444
2.7.7.6,305,R10813
2.7.7.6,305,R00435
2.7.7.6,305,R00441
2.7.7.6,305,R00442
2.7.7.6,305,R00443
2.7.7.6,305,R00444
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R10813
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00435
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00441
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00442
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00443
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00444
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043,R10813
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043,R00435
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043,R00441
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043,R00442
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043,R00443
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043,R00444
2.7.7.6,1_101_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R10813
2.7.7.6,1_101_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00435
2.7.7.6,1_101_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00441
2.7.7.6,1_101_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00442
2.7.7.6,1_101_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00443
2.7.7.6,1_101_152_2_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00444
2.7.7.6,2004,R10813
2.7.7.6,1_101_102_152_2_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4957_4958_4959_4961_840_872,R10813
2.7.7.6,1_101_102_152_2_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4957_4958_4959_4961_840_872,R00435
2.7.7.6,1_101_102_152_2_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4957_4958_4959_4961_840_872,R00441
2.7.7.6,1_101_102_152_2_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4957_4958_4959_4961_840_872,R00442
2.7.7.6,1_101_102_152_2_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4957_4958_4959_4961_840_872,R00443
2.7.7.6,1_101_102_152_2_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4957_4958_4959_4961_840_872,R00444
2.7.7.6,304_4964_4966_4970,R10813
2.7.7.6,304_4964_4966_4970,R00435
2.7.7.6,304_4964_4966_4970,R00441
2.7.7.6,304_4964_4966_4970,R00442
2.7.7.6,304_4964_4966_4970,R00443
2.7.7.6,304_4964_4966_4970,R00444
2.7.7.6,101_304_4964_4966_4970,R10813
2.7.7.6,101_304_4964_4966_4970,R00435
2.7.7.6,101_304_4964_4966_4970,R00441
2.7.7.6,101_304_4964_4966_4970,R00442
2.7.7.6,101_304_4964_4966_4970,R00443
2.7.7.6,101_304_4964_4966_4970,R00444
2.7.7.6,1_152_240_305_325_4010_4041_4042_4043_PDBChainNotFound,R10813
2.7.7.6,1_152_240_305_325_4010_4041_4042_4043_PDBChainNotFound,R00435
2.7.7.6,1_152_240_305_325_4010_4041_4042_4043_PDBChainNotFound,R00441
2.7.7.6,1_152_240_305_325_4010_4041_4042_4043_PDBChainNotFound,R00442
2.7.7.6,1_152_240_305_325_4010_4041_4042_4043_PDBChainNotFound,R00443
2.7.7.6,1_152_240_305_325_4010_4041_4042_4043_PDBChainNotFound,R00444
2.7.7.6,1_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R10813
2.7.7.6,1_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00435
2.7.7.6,1_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00441
2.7.7.6,1_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00442
2.7.7.6,1_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00443
2.7.7.6,1_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00444
2.7.7.6,1_101_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R10813
2.7.7.6,1_101_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00435
2.7.7.6,1_101_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00441
2.7.7.6,1_101_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00442
2.7.7.6,1_101_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00443
2.7.7.6,1_101_152_2_2008_240_275_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00444
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R10813
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00435
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00441
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00442
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00443
2.7.7.6,1_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00444
2.7.7.6,325,R10813
2.7.7.6,325,R00435
2.7.7.6,325,R00441
2.7.7.6,325,R00442
2.7.7.6,325,R00443
2.7.7.6,325,R00444
2.7.7.6,1_101_152_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R10813
2.7.7.6,1_101_152_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00435
2.7.7.6,1_101_152_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00441
2.7.7.6,1_101_152_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00442
2.7.7.6,1_101_152_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00443
2.7.7.6,1_101_152_240_305_325_375_4010_4041_4042_4043_4246_4954_4955_4956_4957_4958_4959_4961_840,R00444
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R10813
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00435
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00441
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00442
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00443
2.7.7.6,1_152_240_275_305_325_4010_4041_4042_4043_4246_4954_4958_4959,R00444
2.7.7.6,1_101_240_305_325_4010_4041_4042_4043_4246_4958_4959_4961_840,R10813
2.7.7.6,1_101_240_305_325_4010_4041_4042_4043_4246_4958_4959_4961_840,R00435
2.7.7.6,1_101_240_305_325_4010_4041_4042_4043_4246_4958_4959_4961_840,R00441
2.7.7.6,1_101_240_305_325_4010_4041_4042_4043_4246_4958_4959_4961_840,R00442
2.7.7.6,1_101_240_305_325_4010_4041_4042_4043_4246_4958_4959_4961_840,R00443
2.7.7.6,1_101_240_305_325_4010_4041_4042_4043_4246_4958_4959_4961_840,R00444
2.7.7.6,1_101_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R10813
2.7.7.6,1_101_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00435
2.7.7.6,1_101_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00441
2.7.7.6,1_101_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00442
2.7.7.6,1_101_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00443
2.7.7.6,1_101_102_152_240_275_305_325_3681_4010_4041_4042_4043_4246_4954_4958_4959,R00444
2.7.7.6,1_325_4010_4041_4042_4043_4961_PDBChainNotFound,R10813
2.7.7.6,1_325_4010_4041_4042_4043_4961_PDBChainNotFound,R00435
2.7.7.6,1_325_4010_4041_4042_4043_4961_PDBChainNotFound,R00441
2.7.7.6,1_325_4010_4041_4042_4043_4961_PDBChainNotFound,R00442
2.7.7.6,1_325_4010_4041_4042_4043_4961_PDBChainNotFound,R00443
2.7.7.6,1_325_4010_4041_4042_4043_4961_PDBChainNotFound,R00444
2.7.7.6,4010,R10813
2.7.7.6,4010,R00435
2.7.7.6,4010,R00441
2.7.7.6,4010,R00442
2.7.7.6,4010,R00443
2.7.7.6,4010,R00444
2.7.7.6,102_2_872_PDBChainNotFound,R10813
2.7.7.6,102_2_872_PDBChainNotFound,R00435
2.7.7.6,102_2_872_PDBChainNotFound,R00441
2.7.7.6,102_2_872_PDBChainNotFound,R00442
2.7.7.6,102_2_872_PDBChainNotFound,R00443
2.7.7.6,102_2_872_PDBChainNotFound,R00444
2.7.7.6,1_102_152_240_275_305_325_4246_4951_4954_4958_4959,R10813
2.7.7.6,1_102_152_240_275_305_325_4246_4951_4954_4958_4959,R00435
2.7.7.6,1_102_152_240_275_305_325_4246_4951_4954_4958_4959,R00441
2.7.7.6,1_102_152_240_275_305_325_4246_4951_4954_4958_4959,R00442
2.7.7.6,1_102_152_240_275_305_325_4246_4951_4954_4958_4959,R00443
2.7.7.6,1_102_152_240_275_305_325_4246_4951_4954_4958_4959,R00444
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4146_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R10813
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4146_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00435
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4146_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00441
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4146_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00442
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4146_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00443
2.7.7.6,1_101_102_152_2_240_305_325_375_4010_4041_4042_4043_4146_4246_4954_4955_4956_4957_4958_4959_4961_840_872,R00444
2.7.7.6,152_240_305_4246,R10813
2.7.7.6,152_240_305_4246,R00435
2.7.7.6,152_240_305_4246,R00441
2.7.7.6,152_240_305_4246,R00442
2.7.7.6,152_240_305_4246,R00443
2.7.7.6,152_240_305_4246,R00444
2.7.7.6,4246,R10813
2.7.7.6,4246,R00435
2.7.7.6,4246,R00441
2.7.7.6,4246,R00442
2.7.7.6,4246,R00443
2.7.7.6,4246,R00444
2.7.7.6,1_101_142_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R10813
2.7.7.6,1_101_142_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00435
2.7.7.6,1_101_142_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00441
2.7.7.6,1_101_142_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00442
2.7.7.6,1_101_142_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00443
2.7.7.6,1_101_142_152_240_275_305_325_4010_4041_4042_4043_4246_4951_4954_4958_4959,R00444
2.7.7.60,7516,R05633
2.7.7.60,301_7516,R05633
2.7.7.61,301,R10706
2.7.7.62,7516,R05222
2.7.7.62,2004,R05222
2.7.7.64,208_7516,R00289
2.7.7.64,208_7516,R00502
2.7.7.64,208_7516,R01381
2.7.7.64,208_7516,R01471
2.7.7.64,208_7516,R03077
2.7.7.64,208_7516,R08845
2.7.7.65,223_304,R08057
2.7.7.65,106,R08057
2.7.7.65,223,R08057
2.7.7.65,304_601,R08057
2.7.7.65,601,R08057
2.7.7.65,304,R08057
2.7.7.65,2002_304,R08057
2.7.7.65,102_316,R08057
2.7.7.65,2007_304,R08057
2.7.7.67,3896,R08966
2.7.7.68,7516,R09397
2.7.7.7,271,R11029
2.7.7.7,271,R00375
2.7.7.7,271,R00376
2.7.7.7,271,R00377
2.7.7.7,271,R00378
2.7.7.7,271,R00379
2.7.7.7,109,R11029
2.7.7.7,109,R00375
2.7.7.7,109,R00376
2.7.7.7,109,R00377
2.7.7.7,109,R00378
2.7.7.7,109,R00379
2.7.7.7,102,R11029
2.7.7.7,102,R00375
2.7.7.7,102,R00376
2.7.7.7,102,R00377
2.7.7.7,102,R00378
2.7.7.7,102,R00379
2.7.7.7,101,R11029
2.7.7.7,101,R00375
2.7.7.7,101,R00376
2.7.7.7,101,R00377
2.7.7.7,101,R00378
2.7.7.7,102_2006_2484_304_4964_4970,R11029
2.7.7.7,102_2006_2484_304_4964_4970,R00375
2.7.7.7,102_2006_2484_304_4964_4970,R00376
2.7.7.7,102_2006_2484_304_4964_4970,R00377
2.7.7.7,102_2006_2484_304_4964_4970,R00378
2.7.7.7,102_2006_2484_304_4964_4970,R00379
2.7.7.7,148_2004_932,R11029
2.7.7.7,148_2004_932,R00375
2.7.7.7,148_2004_932,R00376
2.7.7.7,148_2004_932,R00377
2.7.7.7,148_2004_932,R00378
2.7.7.7,148_2004_932,R00379
2.7.7.7,3349,R11029
2.7.7.7,3349,R00375
2.7.7.7,3349,R00376
2.7.7.7,3349,R00377
2.7.7.7,3349,R00378
2.7.7.7,3349,R00379
2.7.7.7,2484_4239,R11029
2.7.7.7,2484_4239,R00375
2.7.7.7,2484_4239,R00376
2.7.7.7,2484_4239,R00377
2.7.7.7,2484_4239,R00378
2.7.7.7,2484_4239,R00379
2.7.7.7,102_2002_316_3584,R11029
2.7.7.7,102_2002_316_3584,R00375
2.7.7.7,102_2002_316_3584,R00376
2.7.7.7,102_2002_316_3584,R00377
2.7.7.7,102_2002_316_3584,R00378
2.7.7.7,102_2002_316_3584,R00379
2.7.7.7,375,R11029
2.7.7.7,375,R00375
2.7.7.7,375,R00376
2.7.7.7,375,R00377
2.7.7.7,375,R00378
2.7.7.7,375,R00379
2.7.7.7,396,R11029
2.7.7.7,396,R00375
2.7.7.7,396,R00376
2.7.7.7,396,R00377
2.7.7.7,396,R00378
2.7.7.7,170,R11029
2.7.7.7,170,R00375
2.7.7.7,170,R00376
2.7.7.7,170,R00377
2.7.7.7,170,R00378
2.7.7.7,101_2484_4,R11029
2.7.7.7,101_2484_4,R00375
2.7.7.7,101_2484_4,R00376
2.7.7.7,101_2484_4,R00377
2.7.7.7,101_2484_4,R00378
2.7.7.7,386,R11029
2.7.7.7,386,R00375
2.7.7.7,386,R00376
2.7.7.7,386,R00377
2.7.7.7,386,R00378
2.7.7.7,386,R00379
2.7.7.7,2484_304_4964_4970,R11029
2.7.7.7,2484_304_4964_4970,R00375
2.7.7.7,2484_304_4964_4970,R00376
2.7.7.7,2484_304_4964_4970,R00377
2.7.7.7,2484_304_4964_4970,R00378
2.7.7.7,2484_304_4964_4970,R00379
2.7.7.7,1_PDBChainNotFound,R11029
2.7.7.7,1_PDBChainNotFound,R00375
2.7.7.7,1_PDBChainNotFound,R00376
2.7.7.7,1_PDBChainNotFound,R00377
2.7.7.7,1_PDBChainNotFound,R00378
2.7.7.7,1058_2_2484_304_4969_4970,R11029
2.7.7.7,1058_2_2484_304_4969_4970,R00375
2.7.7.7,1058_2_2484_304_4969_4970,R00376
2.7.7.7,1058_2_2484_304_4969_4970,R00377
2.7.7.7,1058_2_2484_304_4969_4970,R00378
2.7.7.7,1058_2_2484_304_4969_4970,R00379
2.7.7.7,327,R11029
2.7.7.7,327,R00375
2.7.7.7,327,R00376
2.7.7.7,327,R00377
2.7.7.7,327,R00378
2.7.7.7,327,R00379
2.7.7.7,102_2002_2484_316_3584_4239,R11029
2.7.7.7,102_2002_2484_316_3584_4239,R00375
2.7.7.7,102_2002_2484_316_3584_4239,R00376
2.7.7.7,102_2002_2484_316_3584_4239,R00377
2.7.7.7,102_2002_2484_316_3584_4239,R00378
2.7.7.7,102_2002_2484_316_3584_4239,R00379
2.7.7.7,227,R11029
2.7.7.7,227,R00375
2.7.7.7,227,R00376
2.7.7.7,227,R00377
2.7.7.7,227,R00378
2.7.7.7,227,R00379
2.7.7.7,2_246_PDBChainNotFound,R11029
2.7.7.7,2_246_PDBChainNotFound,R00375
2.7.7.7,2_246_PDBChainNotFound,R00376
2.7.7.7,2_246_PDBChainNotFound,R00377
2.7.7.7,2_246_PDBChainNotFound,R00378
2.7.7.7,2_246_PDBChainNotFound,R00379
2.7.7.7,1,R11029
2.7.7.7,1,R00375
2.7.7.7,1,R00376
2.7.7.7,1,R00377
2.7.7.7,1,R00378
2.7.7.7,2_2484_304_375_4969,R11029
2.7.7.7,2_2484_304_375_4969,R00375
2.7.7.7,2_2484_304_375_4969,R00376
2.7.7.7,2_2484_304_375_4969,R00377
2.7.7.7,2_2484_304_375_4969,R00378
2.7.7.7,2_2484_304_375_4969,R00379
2.7.7.7,2484_304_4969_4970,R11029
2.7.7.7,2484_304_4969_4970,R00375
2.7.7.7,2484_304_4969_4970,R00376
2.7.7.7,2484_304_4969_4970,R00377
2.7.7.7,2484_304_4969_4970,R00378
2.7.7.7,2484_304_4969_4970,R00379
2.7.7.7,2_246,R11029
2.7.7.7,2_246,R00375
2.7.7.7,2_246,R00376
2.7.7.7,2_246,R00377
2.7.7.7,2_246,R00378
2.7.7.7,2_246,R00379
2.7.7.7,7568,R11029
2.7.7.7,7568,R00375
2.7.7.7,7568,R00376
2.7.7.7,7568,R00377
2.7.7.7,7568,R00378
2.7.7.7,2004_7557,R11029
2.7.7.7,2004_7557,R00375
2.7.7.7,2004_7557,R00376
2.7.7.7,2004_7557,R00377
2.7.7.7,2004_7557,R00378
2.7.7.7,2004_7557,R00379
2.7.7.7,101_102_2004_4156,R11029
2.7.7.7,101_102_2004_4156,R00375
2.7.7.7,101_102_2004_4156,R00376
2.7.7.7,101_102_2004_4156,R00377
2.7.7.7,101_102_2004_4156,R00378
2.7.7.7,101_102_2004_4156,R00379
2.7.7.7,69,R11029
2.7.7.7,69,R00375
2.7.7.7,69,R00376
2.7.7.7,69,R00377
2.7.7.7,69,R00378
2.7.7.7,69,R00379
2.7.7.7,631,R11029
2.7.7.7,631,R00375
2.7.7.7,631,R00376
2.7.7.7,631,R00377
2.7.7.7,631,R00378
2.7.7.7,631,R00379
